,genre,testtrainval
51115,Experimental,training
51117,Experimental,training
51118,Experimental,training
51120,Pop,training
51157,Experimental,validation
51158,Experimental,validation
51203,Experimental,training
51260,Pop,test
51261,Pop,validation
51262,Pop,training
51263,Pop,training
51265,Pop,training
51267,Pop,training
51268,Pop,training
51269,Pop,training
51271,Pop,training
51272,Pop,test
51273,Pop,training
51274,Pop,training
51275,Pop,training
51276,Pop,training
51278,Pop,validation
51291,Pop,validation
51292,Pop,validation
51301,Experimental,test
51305,Experimental,test
51333,Folk,training
51479,Experimental,training
51655,Folk,validation
51659,Folk,validation
51661,Folk,validation
51776,Instrumental,training
51784,Electronic,training
51785,Electronic,training
51918,Folk,validation
51919,Folk,validation
51923,Electronic,training
51954,Electronic,training
51991,International,training
51992,International,training
51998,International,training
51999,International,training
52000,International,training
52001,International,training
52034,Pop,training
52035,Pop,training
52036,Pop,training
52037,Pop,training
52039,Pop,training
52040,Pop,training
52041,Pop,training
52042,Pop,training
52044,Pop,training
52045,Pop,training
52118,International,training
52119,International,training
52120,International,training
52121,International,training
52122,International,training
52123,International,training
52124,International,training
52125,International,training
52126,International,training
52127,International,training
52128,International,training
52129,International,training
52141,Experimental,training
52375,Pop,validation
52380,Pop,validation
52389,Pop,validation
52393,Pop,validation
52409,Electronic,training
52446,Instrumental,training
52447,Instrumental,training
52448,Instrumental,training
52449,Instrumental,training
52451,Instrumental,training
52452,Instrumental,validation
52500,Folk,training
52501,Folk,training
52502,Folk,training
52508,Folk,training
52522,Rock,training
52579,Hip-Hop,training
52628,Electronic,training
52629,Electronic,training
52630,Electronic,training
52631,Electronic,training
52632,Electronic,training
52633,Electronic,training
52634,Electronic,training
52635,Electronic,training
52636,Electronic,training
52637,Electronic,training
52638,Electronic,training
52639,Electronic,training
52641,Electronic,training
52642,Electronic,training
52644,Electronic,training
52645,Electronic,training
52646,Electronic,training
52647,Electronic,training
52648,Electronic,training
52649,Electronic,training
52650,Electronic,training
52859,Experimental,training
52860,Experimental,training
52861,Experimental,training
52862,Experimental,training
52945,Folk,validation
52946,Folk,validation
52947,Folk,validation
52948,Folk,validation
52950,Folk,validation
52951,Folk,validation
52953,Folk,validation
52954,Folk,validation
52955,Folk,validation
53152,International,training
53154,International,training
53156,International,training
53157,International,training
53158,International,training
53159,International,training
53160,International,training
53228,Pop,test
53229,Pop,test
53299,International,training
53300,International,training
53301,International,training
53302,International,training
53379,Hip-Hop,training
53381,Hip-Hop,training
53457,Electronic,training
53496,Electronic,training
53576,Folk,training
53578,Folk,training
53586,Folk,test
53587,Folk,test
53588,Folk,test
53589,Folk,test
53591,Pop,training
53592,Pop,training
53675,Experimental,training
53723,International,training
53724,International,training
53725,International,training
53726,International,training
53727,International,training
53728,International,training
53729,Experimental,training
53807,Rock,training
53862,Electronic,training
53863,Electronic,training
53937,Pop,training
54019,Experimental,training
54031,Pop,training
54032,Pop,training
54033,Pop,training
54034,Pop,training
54037,Pop,training
54039,Pop,training
54061,Folk,training
54062,Folk,training
54063,Folk,training
54064,Folk,training
54149,Instrumental,training
54150,Instrumental,training
54151,Instrumental,training
54152,Instrumental,training
54153,Instrumental,training
54154,Instrumental,training
54155,Instrumental,training
54156,Instrumental,training
54158,Instrumental,training
54159,Instrumental,training
54160,Instrumental,training
54163,Rock,training
54234,Pop,training
54235,Pop,training
54236,Pop,training
54237,Pop,training
54297,Folk,training
54335,Electronic,training
54365,Hip-Hop,training
54376,Hip-Hop,training
54433,International,training
54436,International,training
54437,International,training
54438,International,training
54442,International,training
54443,International,training
54463,International,validation
54464,International,validation
54465,International,validation
54466,International,validation
54467,International,validation
54468,International,validation
54469,International,validation
54470,International,validation
54475,International,training
54476,International,training
54479,International,training
54480,International,training
54481,International,training
54482,International,training
54496,Experimental,training
54554,Experimental,validation
54568,International,training
54570,International,training
54576,International,training
54578,International,training
54580,International,training
54621,Rock,training
54623,Rock,training
54624,Rock,training
54625,Rock,training
54626,Rock,training
54662,Electronic,training
54664,Pop,training
54665,Pop,training
54666,Pop,training
54667,Pop,training
54703,Folk,test
54719,Electronic,training
54735,Rock,training
54753,Hip-Hop,training
54874,Electronic,training
54942,Rock,training
55076,Pop,training
55097,Hip-Hop,training
55100,Hip-Hop,training
55101,Hip-Hop,training
55102,Hip-Hop,training
55113,Hip-Hop,training
55119,Hip-Hop,training
55120,Hip-Hop,training
55121,Hip-Hop,training
55122,Hip-Hop,training
55123,Hip-Hop,training
55124,Hip-Hop,training
55149,Electronic,training
55183,Electronic,validation
55186,Electronic,validation
55231,International,training
55232,International,training
55233,International,training
55234,International,training
55235,International,training
55236,International,training
55237,International,training
55238,International,training
55240,International,training
55241,International,training
55242,International,training
55285,Pop,training
55286,Pop,training
55287,Pop,training
55288,Pop,training
55289,Pop,training
55290,Pop,training
55291,Pop,training
55292,Pop,training
55293,Pop,training
55294,Pop,training
55295,Pop,training
55402,Rock,training
55430,Pop,training
55436,Pop,training
55437,Pop,training
55480,Experimental,training
55481,Experimental,training
55549,Hip-Hop,training
55572,Hip-Hop,training
55709,Rock,training
55710,Rock,training
55711,Rock,training
55712,Rock,training
55713,Rock,training
55714,Rock,training
55715,Rock,training
55716,Rock,training
55717,Rock,training
55718,Rock,training
55719,Rock,training
55782,Electronic,validation
55783,Electronic,training
55786,Electronic,training
55807,Electronic,training
55808,Electronic,training
55809,Electronic,training
55810,Electronic,training
55811,Electronic,training
55826,International,training
55827,International,training
55828,International,training
55830,International,training
55831,International,training
55832,International,training
55833,International,training
55900,Hip-Hop,training
56010,Experimental,training
56015,Experimental,training
56020,Experimental,training
56028,Electronic,training
56029,Electronic,training
56030,International,training
56031,Experimental,training
56033,Experimental,training
56034,Electronic,training
56036,Electronic,training
56247,Pop,training
56248,Pop,training
56249,Pop,training
56273,Pop,training
56274,Pop,training
56275,Pop,training
56460,Pop,validation
56465,International,training
56466,International,training
56467,International,training
56468,International,training
56469,International,training
56470,International,training
56471,International,training
56472,International,training
56474,International,training
56493,Hip-Hop,training
56495,Hip-Hop,training
56496,Hip-Hop,training
56497,Hip-Hop,training
56498,Hip-Hop,training
56499,Hip-Hop,training
56516,Folk,training
56517,Folk,training
56518,Folk,training
56519,Folk,training
56520,Folk,training
56521,Folk,training
56523,Electronic,test
56552,Rock,validation
56559,Rock,validation
56639,Hip-Hop,training
56640,Hip-Hop,training
56641,Hip-Hop,training
56645,Rock,training
56646,Rock,training
56648,Rock,training
56649,Rock,training
56650,Rock,training
56651,Rock,training
56686,International,training
56687,International,training
56688,International,training
56689,International,training
56690,International,training
56691,International,training
56692,International,training
56693,International,training
56694,International,training
56695,International,training
56696,International,training
56795,Electronic,training
56796,Electronic,training
56797,Electronic,training
56798,Electronic,training
56799,Electronic,training
56800,Electronic,training
56801,Electronic,training
56802,Electronic,training
56803,Electronic,training
56804,Electronic,training
56805,Electronic,training
56874,Electronic,validation
56888,Experimental,training
56895,Pop,test
56929,Rock,test
57078,Pop,validation
57164,Folk,training
57175,Folk,training
57176,Folk,training
57177,Folk,training
57178,Pop,training
57179,Pop,training
57180,Pop,training
57271,Experimental,test
57272,Experimental,test
57273,Experimental,test
57274,Experimental,test
57344,Experimental,training
57360,Experimental,training
57371,Instrumental,training
57417,Electronic,training
57418,Instrumental,training
57435,Pop,validation
57437,Pop,validation
57439,Pop,validation
57440,Experimental,training
57442,Experimental,training
57500,Rock,training
57540,Electronic,test
57569,Rock,training
57626,Experimental,training
57627,Experimental,training
57628,Experimental,training
57629,Experimental,training
57630,Experimental,training
57639,Folk,training
57640,Folk,training
57648,Folk,training
57658,Rock,training
57661,Rock,training
57662,Rock,training
57663,Rock,training
57665,International,training
57691,International,training
57697,International,training
57819,Hip-Hop,training
57820,Hip-Hop,training
57821,Hip-Hop,training
57822,Hip-Hop,training
57823,Hip-Hop,training
57891,Rock,validation
57892,Rock,validation
57936,Experimental,training
57937,Experimental,training
57938,Experimental,training
57939,Experimental,training
57943,Experimental,training
57968,Rock,training
58052,Experimental,training
58053,Experimental,training
58054,Experimental,training
58060,Experimental,training
58061,Experimental,training
58063,Experimental,training
58068,Experimental,training
58070,Experimental,training
58115,Pop,training
58116,Pop,training
58117,Pop,training
58135,Folk,training
58140,Folk,training
58161,Pop,training
58162,Pop,training
58164,Pop,training
58166,Pop,training
58169,Pop,training
58170,Pop,training
58173,Pop,training
58174,Pop,training
58207,Hip-Hop,validation
58212,Hip-Hop,training
58213,Hip-Hop,training
58215,Hip-Hop,training
58221,Rock,training
58225,Rock,training
58333,Rock,validation
58334,Rock,validation
58341,Electronic,training
58474,Pop,training
58539,Rock,validation
58540,Rock,validation
58541,Rock,validation
58542,Rock,validation
58543,Rock,validation
59078,Rock,training
59373,Rock,training
59374,Rock,training
59443,Pop,validation
59445,Pop,validation
59446,Pop,validation
59448,Pop,validation
59449,Pop,validation
59451,Pop,validation
59454,Pop,validation
59561,Rock,training
59562,Rock,test
59581,International,test
59653,International,training
59654,International,training
59656,International,training
59657,International,training
59658,International,training
59659,International,training
59660,International,training
59663,International,training
59664,International,training
59666,International,training
59667,International,training
59669,International,training
59671,International,training
59673,International,training
59675,International,training
59676,International,training
59677,International,training
59678,International,training
59679,International,training
59680,International,training
59681,International,training
59682,International,training
59683,International,training
59684,International,training
59685,International,training
59686,International,training
59687,International,training
59688,International,training
59695,International,test
59702,International,training
59706,International,training
59707,International,training
59708,International,training
59709,International,training
59710,International,training
59711,International,validation
59718,International,validation
59719,International,training
59720,International,training
59721,International,training
59723,International,training
59724,International,training
59725,International,training
59726,International,training
59727,International,training
59823,Experimental,training
59876,Rock,training
59930,Experimental,training
60037,International,training
60038,International,training
60041,International,training
60042,International,training
60045,International,training
60048,International,training
60074,Experimental,training
60143,International,training
60144,International,training
60145,International,training
60146,International,training
60170,Folk,training
60317,Experimental,training
60331,Experimental,validation
60472,Hip-Hop,training
60474,Hip-Hop,training
60476,Hip-Hop,test
60477,Hip-Hop,training
60478,Hip-Hop,training
60510,Hip-Hop,training
60533,International,test
60534,International,test
60535,International,test
60536,International,test
60537,International,test
60544,International,training
60547,International,training
60548,International,training
60549,International,training
60736,Rock,training
60753,International,training
60754,International,training
60755,International,training
60756,International,training
60757,International,training
60758,International,training
60775,International,training
60776,International,training
60777,International,training
60857,International,training
60864,International,training
60865,International,training
60871,International,test
60872,International,test
60873,International,test
60874,International,test
60875,International,test
60994,Experimental,training
61006,Folk,training
61007,Folk,training
61008,Folk,training
61010,Folk,training
61011,Folk,training
61012,Folk,training
61013,Folk,training
61159,Hip-Hop,training
61160,Hip-Hop,training
61161,Hip-Hop,training
61172,Hip-Hop,training
61174,Hip-Hop,training
61175,Hip-Hop,training
61452,Hip-Hop,training
61453,Hip-Hop,training
61491,Rock,training
61492,Rock,training
61493,Rock,training
61587,Pop,training
61589,Pop,training
61591,Pop,training
61592,Pop,training
61668,Hip-Hop,training
61670,Pop,training
61679,Pop,training
61734,Pop,validation
61736,Pop,validation
61742,Pop,validation
61814,Rock,training
61820,Rock,test
61821,Rock,test
61884,Hip-Hop,training
62001,Hip-Hop,training
62003,Instrumental,training
62005,Instrumental,training
62007,Instrumental,training
62163,Pop,training
62164,Pop,training
62165,Pop,training
62180,Instrumental,training
62183,International,training
62184,International,validation
62185,International,training
62186,International,training
62187,International,training
62188,International,training
62189,International,training
62190,International,training
62191,International,training
62192,International,training
62193,International,training
62194,International,training
62195,International,training
62196,International,training
62337,Rock,training
62426,Folk,training
62436,Pop,training
62445,Rock,training
62446,Pop,training
62448,Pop,training
62449,Pop,training
62450,Pop,training
62452,Pop,training
62458,Rock,training
62525,International,training
62526,International,training
62527,International,training
62528,International,training
62529,International,training
62531,International,training
62532,International,training
62533,International,training
62534,International,training
62586,Rock,training
62589,International,training
62591,International,training
62592,International,training
62594,International,training
62595,International,training
62596,International,training
62655,Rock,training
62671,Electronic,training
62742,Pop,training
62748,Pop,training
62749,Pop,training
62750,Pop,training
62751,Pop,training
62753,Pop,training
63043,Rock,training
63044,Rock,training
63045,Rock,training
63064,Electronic,test
63065,Electronic,test
63117,Rock,training
63149,Experimental,test
63159,Experimental,test
63161,Experimental,test
63191,Rock,training
63208,Folk,training
63224,Pop,training
63226,Pop,training
63250,Folk,test
63251,Folk,test
63252,Folk,test
63253,Folk,test
63255,Folk,test
63257,Folk,test
63258,Folk,test
63287,Instrumental,training
63289,Instrumental,training
63290,Instrumental,training
63291,Instrumental,training
63292,Instrumental,training
63456,Folk,test
63457,Folk,test
63470,Rock,training
63471,Rock,training
63472,Rock,training
63626,Experimental,training
63655,Electronic,training
63733,Hip-Hop,training
63747,Hip-Hop,training
63755,Hip-Hop,training
63757,Hip-Hop,training
63770,Hip-Hop,training
63789,Hip-Hop,training
63803,Hip-Hop,training
63804,Hip-Hop,training
63805,Hip-Hop,training
63874,Hip-Hop,training
63900,Hip-Hop,training
63908,Hip-Hop,training
63922,Rock,training
63936,Experimental,training
63999,Pop,training
64005,Pop,training
64006,Pop,training
64007,Pop,training
64008,Pop,training
64009,Pop,training
64035,Rock,training
64078,Experimental,training
64079,Pop,validation
64091,Experimental,training
64093,Experimental,training
64247,Experimental,training
64248,Experimental,training
64249,Experimental,training
64252,Experimental,training
64253,Experimental,training
64331,Electronic,training
64332,Electronic,training
64333,Electronic,training
64334,Electronic,training
64338,Hip-Hop,training
64364,Pop,training
64365,Pop,training
64366,Pop,training
64407,International,training
64408,International,validation
64409,International,training
64410,International,training
64515,Hip-Hop,validation
64516,Hip-Hop,validation
64517,Hip-Hop,validation
64519,Hip-Hop,validation
64520,Hip-Hop,validation
64521,Hip-Hop,validation
64522,Hip-Hop,validation
64523,Hip-Hop,validation
64535,Electronic,training
64536,Electronic,training
64537,Electronic,training
64538,Electronic,training
64542,Electronic,training
64553,Folk,training
64556,Folk,training
64567,Rock,training
64590,International,validation
64591,International,validation
64592,International,validation
64593,International,validation
64594,Experimental,training
64601,Experimental,training
64604,Experimental,training
64618,Electronic,test
64625,Hip-Hop,validation
64626,Hip-Hop,validation
64627,Hip-Hop,validation
64628,Hip-Hop,validation
64629,Hip-Hop,validation
64630,Hip-Hop,validation
64631,Hip-Hop,validation
64659,Rock,training
64787,Pop,training
64788,Pop,training
64789,Pop,training
64796,Pop,training
64809,Folk,training
64834,Pop,training
64840,Pop,training
64841,Pop,training
64854,Experimental,training
64855,Experimental,training
64856,Experimental,training
64857,Experimental,training
64858,Experimental,training
64859,Experimental,training
64860,Experimental,training
64861,Experimental,training
64862,Experimental,training
64863,Experimental,training
64864,Experimental,training
64865,Experimental,training
64866,Experimental,training
64893,Experimental,training
64895,Experimental,training
64896,Experimental,training
64918,Rock,training
64919,Rock,training
64988,Hip-Hop,training
64989,Hip-Hop,training
64990,Hip-Hop,training
64991,Hip-Hop,training
64992,Hip-Hop,training
64993,Hip-Hop,training
64994,Hip-Hop,training
64995,Hip-Hop,training
65037,Electronic,validation
65038,Electronic,validation
65039,Electronic,validation
65040,Electronic,validation
65063,Electronic,training
65064,Electronic,training
65073,Electronic,training
65076,International,training
65077,International,training
65090,Experimental,training
65234,Experimental,training
65265,Experimental,test
65488,Electronic,training
65619,Rock,training
65683,Folk,validation
65685,Folk,training
65745,Hip-Hop,validation
65752,Hip-Hop,training
65755,Pop,training
65756,Pop,training
65777,Electronic,test
65779,Electronic,test
65780,Electronic,test
65893,Folk,training
66058,Folk,training
66073,Electronic,training
66074,Electronic,training
66075,Electronic,training
66076,Electronic,training
66180,Folk,training
66187,Folk,training
66390,Electronic,training
66394,Rock,validation
66405,Rock,training
66469,Experimental,training
66482,Experimental,training
66483,Experimental,training
66525,Instrumental,training
66534,Rock,test
66535,Rock,test
66536,Rock,test
66537,Rock,test
66538,Rock,test
66539,Rock,test
66636,Electronic,training
66637,Electronic,training
66638,Electronic,training
66641,Pop,training
66643,Pop,training
66644,Pop,training
66646,Pop,training
66648,Pop,training
66649,Pop,training
66650,Pop,training
66689,Electronic,validation
66690,Electronic,validation
66717,Rock,test
66757,Instrumental,training
66782,Pop,validation
66783,Pop,validation
67007,Pop,training
67010,Pop,training
67011,Folk,training
67016,Folk,training
67017,Folk,training
67121,Rock,training
67163,Rock,training
67232,Hip-Hop,training
67233,Hip-Hop,training
67235,Hip-Hop,training
67237,Rock,validation
67308,Electronic,training
67330,Pop,test
67331,Pop,test
67332,Pop,test
67333,Pop,test
67334,Pop,test
67336,Pop,test
67357,Pop,training
67358,Pop,training
67359,Pop,training
67360,Pop,training
67361,Pop,training
67362,Pop,training
67363,Pop,training
67364,Pop,validation
67365,Pop,test
67366,Pop,training
67367,Pop,training
67368,Pop,training
67412,Rock,training
67457,Experimental,test
67470,Electronic,training
67500,Experimental,training
67553,Electronic,training
67556,Rock,training
67557,Rock,training
67558,Rock,training
67597,Folk,training
67598,Folk,training
67600,Folk,training
67637,Electronic,training
67638,Electronic,validation
67639,Electronic,training
67640,Electronic,training
67660,Rock,training
67661,Rock,training
67673,Rock,training
67707,Experimental,training
67760,Pop,training
67763,Folk,training
67764,Folk,training
67765,Folk,training
67766,Folk,training
67784,Hip-Hop,training
67793,Hip-Hop,training
67829,Experimental,training
68353,Pop,training
68354,Pop,training
68355,Pop,training
68356,Pop,training
68404,Rock,test
68407,Experimental,training
68410,Experimental,training
68444,Electronic,training
68531,Hip-Hop,training
68536,Experimental,test
68537,Experimental,test
68538,Experimental,validation
68539,Experimental,training
68540,Experimental,training
68541,Experimental,training
68543,Experimental,training
68549,Experimental,training
68551,Experimental,test
68573,Experimental,training
68579,Experimental,training
68582,Electronic,test
68587,Electronic,test
68592,Hip-Hop,training
68600,Hip-Hop,training
68601,Hip-Hop,training
68680,Electronic,training
68682,Electronic,training
68683,Electronic,training
68820,Rock,training
68821,Rock,training
68837,Folk,training
68838,Folk,training
68839,Folk,training
68840,Folk,training
68841,Folk,training
68842,Folk,training
68843,Folk,training
68844,Folk,training
68851,Folk,training
68852,Folk,training
68853,Folk,training
68854,Folk,training
68860,Folk,training
68861,Folk,training
68862,Folk,training
68869,Experimental,training
68872,Experimental,training
68875,Experimental,training
68891,Electronic,test
68892,Electronic,test
68893,Electronic,test
68894,Electronic,test
68895,Electronic,test
68896,Electronic,test
68897,Electronic,test
68898,Electronic,test
68899,Electronic,test
68909,Rock,validation
69001,Experimental,training
69002,Experimental,training
69170,Electronic,training
69181,Pop,training
69182,Pop,training
69188,Pop,training
69193,Electronic,training
69194,Electronic,validation
69195,Electronic,training
69196,Electronic,training
69197,Electronic,training
69198,Electronic,training
69199,Electronic,training
69200,Electronic,training
69201,Electronic,training
69202,Electronic,training
69203,Electronic,training
69204,Electronic,training
69205,Electronic,training
69206,Electronic,training
69207,Electronic,training
69208,Electronic,training
69209,Electronic,training
69210,Electronic,training
69211,Electronic,training
69221,Electronic,test
69222,Electronic,test
69223,Electronic,test
69303,Experimental,test
69554,Hip-Hop,training
69555,Hip-Hop,training
69561,Hip-Hop,training
69563,Hip-Hop,training
69564,Hip-Hop,training
69567,Folk,training
69682,Experimental,training
69723,Rock,training
69726,Rock,training
69727,Rock,training
69732,Electronic,training
69744,Pop,training
69745,Pop,training
69746,Pop,training
69747,Pop,training
69761,Folk,training
69762,Folk,training
69763,Folk,training
69764,Folk,training
69765,Folk,training
69766,Folk,training
69767,Folk,training
69768,Folk,training
69781,Rock,training
69784,Experimental,training
69785,Experimental,training
69787,Experimental,training
69788,Experimental,training
69789,Experimental,training
69791,Experimental,training
69792,Experimental,training
69793,Experimental,training
69798,Experimental,training
69822,Hip-Hop,training
69823,Hip-Hop,training
69824,Hip-Hop,training
69825,Hip-Hop,training
69826,Hip-Hop,training
69827,Hip-Hop,training
69828,Hip-Hop,training
69830,Hip-Hop,training
69833,Hip-Hop,training
69904,Hip-Hop,training
69947,Rock,validation
69949,Rock,validation
69985,Electronic,validation
70002,Experimental,training
70005,Experimental,training
70174,Experimental,training
70206,Hip-Hop,training
70207,Hip-Hop,training
70208,Hip-Hop,training
70299,Electronic,validation
70300,Electronic,validation
70301,Electronic,validation
70302,Electronic,validation
70303,Electronic,validation
70402,Rock,training
70403,Rock,validation
70409,Rock,training
70423,Pop,validation
70424,Pop,validation
70425,Pop,validation
70426,Pop,validation
70654,Hip-Hop,training
70655,Hip-Hop,training
70657,Hip-Hop,training
70660,Hip-Hop,training
70768,Hip-Hop,validation
70770,Hip-Hop,validation
70772,Hip-Hop,validation
70773,Hip-Hop,validation
70774,Hip-Hop,validation
70775,Hip-Hop,validation
70813,Rock,training
70873,Pop,training
70875,Pop,training
70878,Pop,training
70879,Pop,training
71096,Electronic,training
71133,Folk,training
71157,Hip-Hop,training
71158,Hip-Hop,training
71172,Hip-Hop,training
71173,Hip-Hop,training
71174,Hip-Hop,training
71175,Hip-Hop,training
71216,Hip-Hop,training
71225,Hip-Hop,training
71228,Hip-Hop,training
71230,Hip-Hop,training
71231,Hip-Hop,training
71240,Hip-Hop,training
71241,Hip-Hop,training
71242,Hip-Hop,training
71243,Hip-Hop,training
71244,Hip-Hop,training
71245,Hip-Hop,training
71246,Hip-Hop,training
71247,Hip-Hop,training
71248,Hip-Hop,training
71249,Hip-Hop,training
71250,Hip-Hop,training
71251,Hip-Hop,training
71252,Hip-Hop,training
71253,Hip-Hop,training
71254,Hip-Hop,training
71255,Hip-Hop,training
71276,Rock,training
71303,Rock,validation
71304,Rock,validation
71371,Rock,test
71372,Rock,test
71420,Electronic,test
71503,Electronic,test
71506,Electronic,validation
71507,Electronic,training
71508,Electronic,training
71509,Electronic,training
71510,Electronic,training
71511,Electronic,training
71512,Electronic,training
71513,Electronic,training
71514,Electronic,training
71515,Electronic,training
71516,Electronic,training
71617,Rock,training
71620,Rock,training
71622,Rock,training
71690,Hip-Hop,training
71691,Hip-Hop,training
71692,Hip-Hop,training
71693,Hip-Hop,training
71694,Hip-Hop,training
71695,Hip-Hop,training
71709,Pop,training
71711,Rock,test
71714,Rock,training
71715,Rock,training
71719,Rock,training
71721,Rock,training
71722,Folk,validation
71822,Electronic,training
71884,Experimental,training
71885,Experimental,training
71937,Rock,training
71938,Rock,training
72046,Folk,training
72047,Folk,training
72050,Folk,training
72056,Folk,training
72058,Folk,training
72059,Folk,training
72064,Rock,training
72067,Electronic,training
72068,Electronic,training
72069,Electronic,training
72070,Electronic,training
72071,Electronic,training
72072,Electronic,training
72073,Electronic,training
72074,Electronic,training
72075,Electronic,training
72076,Electronic,training
72129,Hip-Hop,training
72130,Hip-Hop,training
72131,Hip-Hop,training
72134,Hip-Hop,training
72135,Hip-Hop,training
72136,Hip-Hop,training
72146,Experimental,training
72149,Experimental,training
72200,Electronic,training
72206,Electronic,training
72210,Electronic,training
72215,Electronic,training
72232,Electronic,training
72233,Electronic,training
72234,Hip-Hop,training
72287,Rock,training
72288,Rock,training
72289,Rock,training
72290,Rock,training
72456,Rock,training
72468,Hip-Hop,training
72476,Pop,training
72477,Electronic,training
72513,Rock,validation
72514,Pop,validation
72562,Folk,training
72565,Folk,training
72570,Folk,training
72604,Electronic,training
72605,Folk,training
72607,Folk,training
72612,Folk,training
72738,Rock,training
72781,Hip-Hop,training
72782,Hip-Hop,training
72783,Hip-Hop,training
72784,Hip-Hop,training
72785,Hip-Hop,training
72786,Hip-Hop,training
72787,Hip-Hop,training
72788,Hip-Hop,training
72789,Hip-Hop,training
72790,Hip-Hop,training
72926,Experimental,training
72927,Experimental,training
72928,Experimental,training
72930,Experimental,training
73087,Pop,validation
73099,Experimental,training
73100,Experimental,training
73123,Electronic,training
73124,Electronic,training
73125,Electronic,training
73169,Folk,training
73170,Folk,training
73171,Folk,training
73172,Folk,training
73174,Folk,training
73175,Folk,training
73192,Rock,training
73193,Rock,training
73306,Rock,training
73309,Rock,training
73318,Rock,training
73335,Electronic,training
73340,Electronic,training
73341,Electronic,training
73342,Electronic,training
73343,Electronic,training
73344,Electronic,training
73363,Electronic,training
73365,Electronic,training
73366,Electronic,training
73367,Electronic,training
73368,Electronic,training
73369,Electronic,training
73370,Electronic,training
73371,Electronic,training
73372,Electronic,training
73465,Pop,training
73466,Pop,training
73467,Pop,training
73468,Pop,training
73469,Pop,training
73486,Rock,training
73494,Experimental,test
73495,Instrumental,training
73519,Rock,test
73520,Rock,test
73521,Rock,test
73522,Rock,test
73550,Hip-Hop,training
73551,Hip-Hop,training
73560,Electronic,validation
73561,Electronic,validation
73564,Electronic,validation
73565,Electronic,validation
73566,Folk,training
73568,Folk,training
73572,Folk,training
73573,Folk,training
73580,Folk,training
73584,Folk,training
73585,Folk,training
73587,Folk,training
73658,Folk,training
73675,Folk,training
73760,International,training
73761,International,training
73762,International,training
73763,International,validation
73764,International,training
73765,International,training
73766,International,training
73767,International,training
73768,International,training
73769,International,training
73770,International,training
73771,International,training
73772,International,training
73773,International,validation
73774,International,training
73775,International,validation
73776,International,test
73777,International,test
73778,International,training
73779,International,test
73792,Pop,training
73797,Folk,training
73819,Experimental,training
73820,Experimental,training
73821,Experimental,training
73822,Experimental,training
73921,Pop,training
74002,Pop,test
74302,Experimental,training
74347,Experimental,training
74348,Rock,training
74362,Electronic,training
74365,Electronic,training
74370,Experimental,training
74371,Experimental,training
74372,Experimental,training
74373,Experimental,training
74374,Experimental,test
74375,Experimental,training
74376,Experimental,validation
74377,Experimental,training
74378,Experimental,training
74380,Experimental,training
74381,Experimental,training
74382,Experimental,training
74383,Experimental,training
74384,Experimental,training
74385,Experimental,training
74386,Experimental,training
74387,Experimental,training
74388,Experimental,training
74389,Experimental,validation
74390,Experimental,training
74391,Experimental,validation
74392,Experimental,training
74393,Experimental,test
74421,Folk,training
74445,Folk,training
74546,Folk,training
74669,Rock,training
74671,Rock,training
74706,Rock,training
74908,Rock,training
74937,Folk,validation
74942,Folk,training
74945,Pop,validation
74954,Hip-Hop,training
74955,Hip-Hop,training
74959,Experimental,training
74960,Experimental,training
75194,Pop,training
75211,Rock,validation
75221,Rock,training
75230,Rock,training
75304,Folk,training
75310,Pop,training
75314,Pop,training
75317,Pop,training
75371,Hip-Hop,validation
75372,Hip-Hop,validation
75373,Hip-Hop,validation
75374,Hip-Hop,validation
75375,Hip-Hop,validation
75376,Hip-Hop,validation
75377,Hip-Hop,validation
75378,Hip-Hop,validation
75379,Hip-Hop,validation
75380,Hip-Hop,validation
75381,Hip-Hop,validation
75383,Hip-Hop,validation
75386,Hip-Hop,validation
75389,Hip-Hop,validation
75390,Hip-Hop,validation
75391,Hip-Hop,validation
75393,Hip-Hop,validation
75395,Hip-Hop,validation
75396,Hip-Hop,validation
75398,Hip-Hop,validation
75399,Hip-Hop,validation
75401,Hip-Hop,validation
75403,Hip-Hop,validation
75412,Hip-Hop,validation
75415,Hip-Hop,validation
75417,Hip-Hop,validation
75418,Hip-Hop,validation
75419,Hip-Hop,validation
75420,Hip-Hop,validation
75425,Hip-Hop,validation
75427,Hip-Hop,validation
75428,Hip-Hop,validation
75429,Instrumental,training
75430,Instrumental,training
75431,Instrumental,training
75432,Instrumental,training
75433,Instrumental,training
75434,Instrumental,training
75435,Instrumental,training
75436,Instrumental,training
75437,Instrumental,training
75438,Instrumental,training
75439,Instrumental,training
75440,Instrumental,training
75441,Instrumental,training
75442,Instrumental,training
75443,Instrumental,training
75607,Instrumental,training
75612,Instrumental,training
75692,Pop,training
75745,Hip-Hop,validation
75746,Hip-Hop,validation
75747,Hip-Hop,validation
75748,Hip-Hop,validation
75749,Hip-Hop,validation
75750,Hip-Hop,validation
75751,Hip-Hop,validation
75752,Hip-Hop,validation
75754,Hip-Hop,validation
75755,Hip-Hop,validation
75762,Electronic,training
75763,Electronic,training
75764,Electronic,training
75782,Rock,training
75783,Rock,training
75784,Rock,training
75785,Rock,training
75786,Rock,training
75787,Rock,training
75788,Rock,training
75844,Folk,training
75862,Folk,training
75866,Folk,training
75869,Folk,training
75883,Folk,training
75903,Rock,training
